Produto;Preco Venda;Venda Qtd;Cidade;Latitude;Longitude;;
Queijo Processado;5,45;30;São Paulo;-23,55052;-46,63331;;
Queijo Processado;8,32;24;São Paulo;-23,55052;-46,63331;;
Iogurte;7,21;27;São Paulo;-23,55052;-46,63331;;
Bala;7,64;26;São Paulo;-23,55052;-46,63331;;
Suco;3,03;35;São Paulo;-23,55052;-46,63331;;
Iogurte;5,82;29;São Paulo;-23,55052;-46,63331;;
Bala;4,01;33;São Paulo;-23,55052;-46,63331;;
Energético;6,68;28;São Paulo;-23,55052;-46,63331;;
Chocolate;1,67;38;São Paulo;-23,55052;-46,63331;;
Batata Chips;9,46;22;São Paulo;-23,55052;-46,63331;;
Queijo Processado;3,56;34;São Paulo;-23,55052;-46,63331;;
Batata Chips;8,19;25;São Paulo;-23,55052;-46,63331;;
Suco;2,54;36;São Paulo;-23,55052;-46,63331;;
Manteiga;8;25;São Paulo;-23,55052;-46,63331;;
Refrigerante;2,56;36;São Paulo;-23,55052;-46,63331;;
Chocolate;1,74;38;São Paulo;-23,55052;-46,63331;;
Café Solúvel;8,61;24;São Paulo;-23,55052;-46,63331;;
Cup Noodles;2,92;35;São Paulo;-23,55052;-46,63331;;
Biscoito;6,94;27;São Paulo;-23,55052;-46,63331;;
Amendoim;8,38;24;São Paulo;-23,55052;-46,63331;;
Biscoito;3,03;35;São Paulo;-23,55052;-46,63331;;
Iogurte;4,91;31;São Paulo;-23,55052;-46,63331;;
Suco;2,41;36;São Paulo;-23,55052;-46,63331;;
Presunto;6,86;27;São Paulo;-23,55052;-46,63331;;
Biscoito;4,07;33;São Paulo;-23,55052;-46,63331;;
Cup Noodles;4,6;32;São Paulo;-23,55052;-46,63331;;
Biscoito;10,07;21;São Paulo;-23,55052;-46,63331;;
Bala;3,78;33;São Paulo;-23,55052;-46,63331;;
Manteiga;7,81;25;São Paulo;-23,55052;-46,63331;;
Cup Noodles;5;31;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;7,58;26;São Paulo;-23,55052;-46,63331;;
Pão de Forma;2,01;37;São Paulo;-23,55052;-46,63331;;
Pão de Forma;7,84;25;São Paulo;-23,55052;-46,63331;;
Energético;5,27;31;São Paulo;-23,55052;-46,63331;;
Sorvete;4,44;32;São Paulo;-23,55052;-46,63331;;
Biscoito;5,61;30;São Paulo;-23,55052;-46,63331;;
Amendoim;2,86;35;São Paulo;-23,55052;-46,63331;;
Chiclete;2,95;35;São Paulo;-23,55052;-46,63331;;
Amendoim;3,59;34;São Paulo;-23,55052;-46,63331;;
Chiclete;3,01;35;São Paulo;-23,55052;-46,63331;;
Café Solúvel;4,09;33;São Paulo;-23,55052;-46,63331;;
Café Solúvel;4,74;32;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Ribeirão Preto;-21,17666;-47,82083;;
Queijo Processado;2,22;37;São Paulo;-23,55052;-46,63331;;
Batata Chips;5,53;30;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Araraquara;-21,78528;-48,17806;;
Presunto;5,8;29;São Paulo;-23,55052;-46,63331;;
Bala;3,01;35;São Paulo;-23,55052;-46,63331;;
Energético;6,71;28;São Paulo;-23,55052;-46,63331;;
Energético;4,37;32;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;5,93;29;São Paulo;-23,55052;-46,63331;;
Energético;2,92;35;São Paulo;-23,55052;-46,63331;;
Bala;4,34;32;São Paulo;-23,55052;-46,63331;;
Cup Noodles;4,71;32;São Paulo;-23,55052;-46,63331;;
Batata Chips;3,76;34;São Paulo;-23,55052;-46,63331;;
Sorvete;3,8;33;São Paulo;-23,55052;-46,63331;;
Cereal;6,55;28;São Paulo;-23,55052;-46,63331;;
Batata Chips;7,59;26;São Paulo;-23,55052;-46,63331;;
Batata Chips;4,63;32;São Paulo;-23,55052;-46,63331;;
Cup Noodles;8,39;24;São Paulo;-23,55052;-46,63331;;
Cup Noodles;3,92;33;São Paulo;-23,55052;-46,63331;;
Amendoim;2,2;37;São Paulo;-23,55052;-46,63331;;
Refrigerante;5,21;31;São Paulo;-23,55052;-46,63331;;
Amendoim;7,92;25;São Paulo;-23,55052;-46,63331;;
Amendoim;7,06;27;São Paulo;-23,55052;-46,63331;;
Refrigerante;8,25;25;São Paulo;-23,55052;-46,63331;;
Energético;3,01;35;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Jundiaí;-23,18548;-46,89784;;
Suco;8,23;25;São Paulo;-23,55052;-46,63331;;
Queijo Processado;4,6;32;São Paulo;-23,55052;-46,63331;;
Pão de Forma;3,1;35;São Paulo;-23,55052;-46,63331;;
Bala;9,34;22;São Paulo;-23,55052;-46,63331;;
Chiclete;5,76;30;São Paulo;-23,55052;-46,63331;;
Queijo Processado;2,77;36;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Jundiaí;-23,18548;-46,89784;;
Suco;6,94;27;São Paulo;-23,55052;-46,63331;;
Cup Noodles;2,79;35;São Paulo;-23,55052;-46,63331;;
Biscoito;8,21;25;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Campinas;-22,90994;-47,06263;;
Chocolate;4,83;31;São Paulo;-23,55052;-46,63331;;
Suco;2,84;35;São Paulo;-23,55052;-46,63331;;
Chiclete;4,43;32;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;1,92;37;São Paulo;-23,55052;-46,63331;;
Suco;5,49;30;São Paulo;-23,55052;-46,63331;;
Presunto;4,52;32;São Paulo;-23,55052;-46,63331;;
Chocolate;2,8;35;São Paulo;-23,55052;-46,63331;;
Manteiga;7,3;26;São Paulo;-23,55052;-46,63331;;
Pão de Forma;4,24;33;São Paulo;-23,55052;-46,63331;;
Pão de Forma;3,43;34;São Paulo;-23,55052;-46,63331;;
Refrigerante;2,63;36;São Paulo;-23,55052;-46,63331;;
Pão de Forma;4,88;31;São Paulo;-23,55052;-46,63331;;
Suco;6,12;29;São Paulo;-23,55052;-46,63331;;
Manteiga;4;33;São Paulo;-23,55052;-46,63331;;
Biscoito;4,14;33;São Paulo;-23,55052;-46,63331;;
Pão de Forma;2,73;36;São Paulo;-23,55052;-46,63331;;
Chiclete;3,44;34;São Paulo;-23,55052;-46,63331;;
Café Solúvel;6,05;29;São Paulo;-23,55052;-46,63331;;
Batata Chips;8,01;25;São Paulo;-23,55052;-46,63331;;
Bala;4,36;32;São Paulo;-23,55052;-46,63331;;
Chiclete;5,26;31;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;6,52;28;São Paulo;-23,55052;-46,63331;;
Suco;3;35;São Paulo;-23,55052;-46,63331;;
Manteiga;9,56;22;São Paulo;-23,55052;-46,63331;;
Bala;2,6;36;São Paulo;-23,55052;-46,63331;;
Bala;5,34;30;São Paulo;-23,55052;-46,63331;;
Cup Noodles;6,62;28;São Paulo;-23,55052;-46,63331;;
Batata Chips;7,97;25;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;5,11;31;São Paulo;-23,55052;-46,63331;;
Iogurte;3,38;34;São Paulo;-23,55052;-46,63331;;
Pão de Forma;7,32;26;São Paulo;-23,55052;-46,63331;;
Café Solúvel;7,39;26;São Paulo;-23,55052;-46,63331;;
Amendoim;2,96;35;São Paulo;-23,55052;-46,63331;;
Manteiga;2,12;37;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;São Paulo;-23,55052;-46,63331;;
Sorvete;8,49;24;São Paulo;-23,55052;-46,63331;;
Pão de Forma;5,49;30;São Paulo;-23,55052;-46,63331;;
Sorvete;7,26;27;São Paulo;-23,55052;-46,63331;;
Chiclete;4,59;32;São Paulo;-23,55052;-46,63331;;
Pão de Forma;8,13;25;São Paulo;-23,55052;-46,63331;;
Iogurte;1,66;38;São Paulo;-23,55052;-46,63331;;
Café Solúvel;5,28;30;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Campinas;-22,90994;-47,06263;;
Refrigerante;4,8;31;São Paulo;-23,55052;-46,63331;;
Suco;2,5;36;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;São Paulo;-23,55052;-46,63331;;
Manteiga;2,79;35;São Paulo;-23,55052;-46,63331;;
Energético;2,4;36;São Paulo;-23,55052;-46,63331;;
Presunto;7,32;26;São Paulo;-23,55052;-46,63331;;
Bala;4,84;31;São Paulo;-23,55052;-46,63331;;
Cereal;7,46;26;São Paulo;-23,55052;-46,63331;;
Bala;9;23;São Paulo;-23,55052;-46,63331;;
Amendoim;6,5;28;São Paulo;-23,55052;-46,63331;;
Cup Noodles;3,75;34;São Paulo;-23,55052;-46,63331;;
Biscoito;7,67;26;São Paulo;-23,55052;-46,63331;;
Presunto;6,32;28;São Paulo;-23,55052;-46,63331;;
Biscoito;4,6;32;São Paulo;-23,55052;-46,63331;;
Queijo Processado;7,5;26;São Paulo;-23,55052;-46,63331;;
Pão de Forma;3,28;34;São Paulo;-23,55052;-46,63331;;
Queijo Processado;4,18;33;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;3,69;34;São Paulo;-23,55052;-46,63331;;
Iogurte;4,61;32;São Paulo;-23,55052;-46,63331;;
Biscoito;5,11;31;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;São Paulo;-23,55052;-46,63331;;
Refrigerante;3,1;35;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;3,57;34;São Paulo;-23,55052;-46,63331;;
Suco;3,9;33;São Paulo;-23,55052;-46,63331;;
Cereal;8,49;24;São Paulo;-23,55052;-46,63331;;
Cereal;6,03;29;São Paulo;-23,55052;-46,63331;;
Bala;5,52;30;São Paulo;-23,55052;-46,63331;;
Batata Chips;2,55;36;São Paulo;-23,55052;-46,63331;;
Biscoito;7,17;27;São Paulo;-23,55052;-46,63331;;
Sorvete;4,52;32;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;8,42;24;São Paulo;-23,55052;-46,63331;;
Cup Noodles;6,91;27;São Paulo;-23,55052;-46,63331;;
Amendoim;6,77;28;São Paulo;-23,55052;-46,63331;;
Queijo Processado;5,29;30;São Paulo;-23,55052;-46,63331;;
Iogurte;2,9;35;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;2,76;36;São Paulo;-23,55052;-46,63331;;
Refrigerante;5,65;30;São Paulo;-23,55052;-46,63331;;
Cup Noodles;9,19;23;São Paulo;-23,55052;-46,63331;;
Café Solúvel;5,13;31;São Paulo;-23,55052;-46,63331;;
Bala;4,49;32;São Paulo;-23,55052;-46,63331;;
Café Solúvel;10,27;21;São Paulo;-23,55052;-46,63331;;
Suco;3,44;34;São Paulo;-23,55052;-46,63331;;
Pão de Forma;7,43;26;São Paulo;-23,55052;-46,63331;;
Presunto;3,68;34;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;5,37;30;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;São Paulo;-23,55052;-46,63331;;
Suco;6,51;28;São Paulo;-23,55052;-46,63331;;
Queijo Processado;8,21;25;São Paulo;-23,55052;-46,63331;;
Pão de Forma;5,4;30;São Paulo;-23,55052;-46,63331;;
Manteiga;7,95;25;São Paulo;-23,55052;-46,63331;;
Cup Noodles;7,7;26;São Paulo;-23,55052;-46,63331;;
Refrigerante;3,72;34;São Paulo;-23,55052;-46,63331;;
Queijo Processado;8,77;24;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;6,19;29;São Paulo;-23,55052;-46,63331;;
Energético;5,18;31;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Araraquara;-21,78528;-48,17806;;
Bala;3,5;34;São Paulo;-23,55052;-46,63331;;
Batata Chips;4,52;32;São Paulo;-23,55052;-46,63331;;
Queijo Processado;4,12;33;São Paulo;-23,55052;-46,63331;;
Refrigerante;6,14;29;São Paulo;-23,55052;-46,63331;;
Queijo Processado;2,69;36;São Paulo;-23,55052;-46,63331;;
Café Solúvel;7,13;27;São Paulo;-23,55052;-46,63331;;
Chiclete;9,93;21;São Paulo;-23,55052;-46,63331;;
Suco;2,41;36;São Paulo;-23,55052;-46,63331;;
Chiclete;3,59;34;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Campinas;-22,90994;-47,06263;;
Sorvete;9,6;22;São Paulo;-23,55052;-46,63331;;
Biscoito;5,3;30;São Paulo;-23,55052;-46,63331;;
Batata Chips;8,66;24;São Paulo;-23,55052;-46,63331;;
Energético;6,71;28;São Paulo;-23,55052;-46,63331;;
Refrigerante;4,1;33;São Paulo;-23,55052;-46,63331;;
Chiclete;7,61;26;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Ribeirão Preto;-21,17666;-47,82083;;
Café Solúvel;7,19;27;São Paulo;-23,55052;-46,63331;;
Cup Noodles;9,59;22;São Paulo;-23,55052;-46,63331;;
Chocolate;2,41;36;São Paulo;-23,55052;-46,63331;;
Chiclete;5,97;29;São Paulo;-23,55052;-46,63331;;
Energético;6,65;28;São Paulo;-23,55052;-46,63331;;
Cereal;3,39;34;São Paulo;-23,55052;-46,63331;;
Iogurte;2,54;36;São Paulo;-23,55052;-46,63331;;
Iogurte;5,38;30;São Paulo;-23,55052;-46,63331;;
Manteiga;6,11;29;São Paulo;-23,55052;-46,63331;;
Cup Noodles;6,08;29;São Paulo;-23,55052;-46,63331;;
Bala;5,44;30;São Paulo;-23,55052;-46,63331;;
Pão de Forma;5,69;30;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;2,25;37;São Paulo;-23,55052;-46,63331;;
Queijo Processado;6,84;27;São Paulo;-23,55052;-46,63331;;
Bala;6,89;27;São Paulo;-23,55052;-46,63331;;
Sorvete;6,3;28;São Paulo;-23,55052;-46,63331;;
Manteiga;3,97;33;São Paulo;-23,55052;-46,63331;;
Cereal;5,11;31;São Paulo;-23,55052;-46,63331;;
Amendoim;2,18;37;São Paulo;-23,55052;-46,63331;;
Iogurte;5,43;30;São Paulo;-23,55052;-46,63331;;
Suco;5,47;30;São Paulo;-23,55052;-46,63331;;
Bala;4,14;33;São Paulo;-23,55052;-46,63331;;
Cereal;2,02;37;São Paulo;-23,55052;-46,63331;;
Café Solúvel;5,93;29;São Paulo;-23,55052;-46,63331;;
Sorvete;7,77;26;São Paulo;-23,55052;-46,63331;;
Sorvete;1,86;37;São Paulo;-23,55052;-46,63331;;
Café Solúvel;5,32;30;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Araraquara;-21,78528;-48,17806;;
Refrigerante;8,49;24;São Paulo;-23,55052;-46,63331;;
Café Solúvel;8,53;24;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;São Paulo;-23,55052;-46,63331;;
Energético;4,22;33;São Paulo;-23,55052;-46,63331;;
Sorvete;2,88;35;São Paulo;-23,55052;-46,63331;;
Amendoim;4,05;33;São Paulo;-23,55052;-46,63331;;
Chocolate;5,41;30;São Paulo;-23,55052;-46,63331;;
Cereal;4,09;33;São Paulo;-23,55052;-46,63331;;
Bala;5,8;29;São Paulo;-23,55052;-46,63331;;
Suco;3,15;35;São Paulo;-23,55052;-46,63331;;
Refrigerante;5,78;29;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Jundiaí;-23,18548;-46,89784;;
Água Mineral;2;37;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Campinas;-22,90994;-47,06263;;
Amendoim;3,21;35;São Paulo;-23,55052;-46,63331;;
Café Solúvel;5,59;30;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Araraquara;-21,78528;-48,17806;;
Iogurte;4,29;32;São Paulo;-23,55052;-46,63331;;
Refrigerante;2,41;36;São Paulo;-23,55052;-46,63331;;
Pão de Forma;6,45;28;São Paulo;-23,55052;-46,63331;;
Chiclete;4,32;32;São Paulo;-23,55052;-46,63331;;
Biscoito;6,41;28;São Paulo;-23,55052;-46,63331;;
Queijo Processado;4,55;32;São Paulo;-23,55052;-46,63331;;
Queijo Processado;3,77;34;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Ribeirão Preto;-21,17666;-47,82083;;
Bolacha Recheada;6,7;28;São Paulo;-23,55052;-46,63331;;
Queijo Processado;5,15;31;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Araraquara;-21,78528;-48,17806;;
Refrigerante;8,07;25;São Paulo;-23,55052;-46,63331;;
Suco;9,36;22;São Paulo;-23,55052;-46,63331;;
Presunto;6,33;28;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Araraquara;-21,78528;-48,17806;;
Sorvete;9,46;22;São Paulo;-23,55052;-46,63331;;
Biscoito;7,05;27;São Paulo;-23,55052;-46,63331;;
Manteiga;2,55;36;São Paulo;-23,55052;-46,63331;;
Manteiga;6,65;28;São Paulo;-23,55052;-46,63331;;
Chocolate;6,98;27;São Paulo;-23,55052;-46,63331;;
Café Solúvel;1,87;37;São Paulo;-23,55052;-46,63331;;
Chiclete;4,44;32;São Paulo;-23,55052;-46,63331;;
Cereal;4,42;32;São Paulo;-23,55052;-46,63331;;
Chiclete;10,62;20;São Paulo;-23,55052;-46,63331;;
Amendoim;4,14;33;São Paulo;-23,55052;-46,63331;;
Sorvete;4,44;32;São Paulo;-23,55052;-46,63331;;
Sorvete;8,5;24;São Paulo;-23,55052;-46,63331;;
Sorvete;9,18;23;São Paulo;-23,55052;-46,63331;;
Cup Noodles;8,61;24;São Paulo;-23,55052;-46,63331;;
Energético;4,07;33;São Paulo;-23,55052;-46,63331;;
Suco;4,57;32;São Paulo;-23,55052;-46,63331;;
Sorvete;6,93;27;São Paulo;-23,55052;-46,63331;;
Pão de Forma;6,95;27;São Paulo;-23,55052;-46,63331;;
Café Solúvel;1,76;38;São Paulo;-23,55052;-46,63331;;
Café Solúvel;9,61;22;São Paulo;-23,55052;-46,63331;;
Refrigerante;2,85;35;São Paulo;-23,55052;-46,63331;;
Bala;10,02;21;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;3,6;34;São Paulo;-23,55052;-46,63331;;
Queijo Processado;4,29;32;São Paulo;-23,55052;-46,63331;;
Presunto;9,51;22;São Paulo;-23,55052;-46,63331;;
Chocolate;4,86;31;São Paulo;-23,55052;-46,63331;;
Iogurte;5,45;30;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Campinas;-22,90994;-47,06263;;
Café Solúvel;3,73;34;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;5,48;30;São Paulo;-23,55052;-46,63331;;
Chiclete;4,37;32;São Paulo;-23,55052;-46,63331;;
Biscoito;8,24;25;São Paulo;-23,55052;-46,63331;;
Chocolate;3,74;34;São Paulo;-23,55052;-46,63331;;
Batata Chips;8,36;24;São Paulo;-23,55052;-46,63331;;
Refrigerante;4,5;32;São Paulo;-23,55052;-46,63331;;
Café Solúvel;5,37;30;São Paulo;-23,55052;-46,63331;;
Batata Chips;9,7;22;São Paulo;-23,55052;-46,63331;;
Amendoim;4,44;32;São Paulo;-23,55052;-46,63331;;
Cup Noodles;3,24;35;São Paulo;-23,55052;-46,63331;;
Chocolate;5,18;31;São Paulo;-23,55052;-46,63331;;
Café Solúvel;8,96;23;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;2,51;36;São Paulo;-23,55052;-46,63331;;
Manteiga;1,63;38;São Paulo;-23,55052;-46,63331;;
Refrigerante;1,68;38;São Paulo;-23,55052;-46,63331;;
Energético;5,32;30;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;6,16;29;São Paulo;-23,55052;-46,63331;;
Presunto;9,03;23;São Paulo;-23,55052;-46,63331;;
Biscoito;8,6;24;São Paulo;-23,55052;-46,63331;;
Batata Chips;8,98;23;São Paulo;-23,55052;-46,63331;;
Bala;5,49;30;São Paulo;-23,55052;-46,63331;;
Chiclete;3,29;34;São Paulo;-23,55052;-46,63331;;
Biscoito;4,23;33;São Paulo;-23,55052;-46,63331;;
Sorvete;9,08;23;São Paulo;-23,55052;-46,63331;;
Refrigerante;6,71;28;São Paulo;-23,55052;-46,63331;;
Café Solúvel;6,36;28;São Paulo;-23,55052;-46,63331;;
Pão de Forma;7,54;26;São Paulo;-23,55052;-46,63331;;
Energético;2,67;36;São Paulo;-23,55052;-46,63331;;
Cup Noodles;8,96;23;São Paulo;-23,55052;-46,63331;;
Bala;9,49;22;São Paulo;-23,55052;-46,63331;;
Cup Noodles;3,17;35;São Paulo;-23,55052;-46,63331;;
Cup Noodles;2,22;37;São Paulo;-23,55052;-46,63331;;
Batata Chips;3,77;34;São Paulo;-23,55052;-46,63331;;
Manteiga;8,87;23;São Paulo;-23,55052;-46,63331;;
Café Solúvel;6,95;27;São Paulo;-23,55052;-46,63331;;
Batata Chips;2,21;37;São Paulo;-23,55052;-46,63331;;
Chocolate;6,37;28;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;9,64;22;São Paulo;-23,55052;-46,63331;;
Energético;5,42;30;São Paulo;-23,55052;-46,63331;;
Iogurte;3,02;35;São Paulo;-23,55052;-46,63331;;
Suco;1,94;37;São Paulo;-23,55052;-46,63331;;
Chocolate;6,32;28;São Paulo;-23,55052;-46,63331;;
Chiclete;6,28;28;São Paulo;-23,55052;-46,63331;;
Refrigerante;6,62;28;São Paulo;-23,55052;-46,63331;;
Presunto;8,15;25;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;5,83;29;São Paulo;-23,55052;-46,63331;;
Bala;6,42;28;São Paulo;-23,55052;-46,63331;;
Chiclete;3,32;34;São Paulo;-23,55052;-46,63331;;
Bala;4,02;33;São Paulo;-23,55052;-46,63331;;
Queijo Processado;3,37;34;São Paulo;-23,55052;-46,63331;;
Batata Chips;2,96;35;São Paulo;-23,55052;-46,63331;;
Batata Chips;6,79;27;São Paulo;-23,55052;-46,63331;;
Iogurte;9,27;23;São Paulo;-23,55052;-46,63331;;
Presunto;3,27;35;São Paulo;-23,55052;-46,63331;;
Energético;2,16;37;São Paulo;-23,55052;-46,63331;;
Amendoim;7,42;26;São Paulo;-23,55052;-46,63331;;
Queijo Processado;4,2;33;São Paulo;-23,55052;-46,63331;;
Cup Noodles;2,51;36;São Paulo;-23,55052;-46,63331;;
Queijo Processado;7,63;26;São Paulo;-23,55052;-46,63331;;
Amendoim;2,69;36;São Paulo;-23,55052;-46,63331;;
Iogurte;8,37;24;São Paulo;-23,55052;-46,63331;;
Sorvete;8,34;24;São Paulo;-23,55052;-46,63331;;
Suco;5,01;31;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;7,4;26;São Paulo;-23,55052;-46,63331;;
Presunto;6,08;29;São Paulo;-23,55052;-46,63331;;
Chocolate;3,94;33;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Ribeirão Preto;-21,17666;-47,82083;;
Refrigerante;4,29;32;São Paulo;-23,55052;-46,63331;;
Cup Noodles;7,11;27;São Paulo;-23,55052;-46,63331;;
Presunto;8,69;24;São Paulo;-23,55052;-46,63331;;
Chiclete;5,63;30;São Paulo;-23,55052;-46,63331;;
Chocolate;5,91;29;São Paulo;-23,55052;-46,63331;;
Cup Noodles;3,71;34;São Paulo;-23,55052;-46,63331;;
Refrigerante;9,58;22;São Paulo;-23,55052;-46,63331;;
Cup Noodles;7,73;26;São Paulo;-23,55052;-46,63331;;
Chiclete;7,08;27;São Paulo;-23,55052;-46,63331;;
Presunto;3,69;34;São Paulo;-23,55052;-46,63331;;
Bala;2,12;37;São Paulo;-23,55052;-46,63331;;
Batata Chips;3,56;34;São Paulo;-23,55052;-46,63331;;
Chiclete;5,99;29;São Paulo;-23,55052;-46,63331;;
Queijo Processado;2,65;36;São Paulo;-23,55052;-46,63331;;
Café Solúvel;10,08;21;São Paulo;-23,55052;-46,63331;;
Café Solúvel;5,07;31;São Paulo;-23,55052;-46,63331;;
Queijo Processado;7,95;25;São Paulo;-23,55052;-46,63331;;
Presunto;7,65;26;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;1,73;38;São Paulo;-23,55052;-46,63331;;
Sorvete;7,25;27;São Paulo;-23,55052;-46,63331;;
Manteiga;5,69;30;São Paulo;-23,55052;-46,63331;;
Queijo Processado;6,68;28;São Paulo;-23,55052;-46,63331;;
Presunto;2,82;35;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Campinas;-22,90994;-47,06263;;
Energético;6,28;28;São Paulo;-23,55052;-46,63331;;
Suco;7,84;25;São Paulo;-23,55052;-46,63331;;
Refrigerante;4,18;33;São Paulo;-23,55052;-46,63331;;
Biscoito;2,22;37;São Paulo;-23,55052;-46,63331;;
Chiclete;9,78;21;São Paulo;-23,55052;-46,63331;;
Chocolate;5,53;30;São Paulo;-23,55052;-46,63331;;
Energético;8,47;24;São Paulo;-23,55052;-46,63331;;
Água Mineral;2;37;Araraquara;-21,78528;-48,17806;;
Iogurte;7,47;26;São Paulo;-23,55052;-46,63331;;
Cereal;7,09;27;São Paulo;-23,55052;-46,63331;;
Batata Chips;3,2;35;São Paulo;-23,55052;-46,63331;;
Cup Noodles;7,9;25;São Paulo;-23,55052;-46,63331;;
Energético;4,51;32;São Paulo;-23,55052;-46,63331;;
Queijo Processado;7,09;27;São Paulo;-23,55052;-46,63331;;
Energético;2,21;37;São Paulo;-23,55052;-46,63331;;
Amendoim;2,46;36;São Paulo;-23,55052;-46,63331;;
Iogurte;9,08;23;São Paulo;-23,55052;-46,63331;;
Batata Chips;2,92;35;São Paulo;-23,55052;-46,63331;;
Suco;7,09;27;São Paulo;-23,55052;-46,63331;;
Suco;6,77;28;São Paulo;-23,55052;-46,63331;;
Sorvete;2,14;37;São Paulo;-23,55052;-46,63331;;
Suco;7,78;25;São Paulo;-23,55052;-46,63331;;
Café Solúvel;2,69;36;São Paulo;-23,55052;-46,63331;;
Refrigerante;6,8;27;São Paulo;-23,55052;-46,63331;;
Amendoim;7,27;27;São Paulo;-23,55052;-46,63331;;
Suco;3,6;34;São Paulo;-23,55052;-46,63331;;
Queijo Processado;2,59;36;São Paulo;-23,55052;-46,63331;;
Manteiga;8,34;24;São Paulo;-23,55052;-46,63331;;
Pão de Forma;8,21;25;São Paulo;-23,55052;-46,63331;;
Chocolate;4,17;33;São Paulo;-23,55052;-46,63331;;
Bala;4,99;31;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;6,66;28;São Paulo;-23,55052;-46,63331;;
Pão de Forma;6,34;28;São Paulo;-23,55052;-46,63331;;
Batata Chips;5,32;30;São Paulo;-23,55052;-46,63331;;
Manteiga;4,41;32;São Paulo;-23,55052;-46,63331;;
Sorvete;7,71;26;São Paulo;-23,55052;-46,63331;;
Amendoim;6,68;28;São Paulo;-23,55052;-46,63331;;
Presunto;4,49;32;São Paulo;-23,55052;-46,63331;;
Suco;7,9;25;São Paulo;-23,55052;-46,63331;;
Batata Chips;7,16;27;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;4,63;32;São Paulo;-23,55052;-46,63331;;
Batata Chips;6,58;28;São Paulo;-23,55052;-46,63331;;
Sorvete;5,21;31;São Paulo;-23,55052;-46,63331;;
Sorvete;2,93;35;São Paulo;-23,55052;-46,63331;;
Café Solúvel;6,79;27;São Paulo;-23,55052;-46,63331;;
Iogurte;1,95;37;São Paulo;-23,55052;-46,63331;;
Chocolate;8,11;25;São Paulo;-23,55052;-46,63331;;
